"LATITUDE,N,32,10","LONGITUDE,N,32,10","BRIGHTNESS,N,32,10","SCAN,N,32,10","TRACK,N,32,10","ACQ_DATE,D","ACQ_TIME,C,4","SATELLITE,C,1","CONFIDENCE,N,6,0","VERSION,C,6","BRIGHT_T31,N,32,10","FRP,N,32,10","DAYNIGHT,C,1"
44.3720700000,-115.7759800000,312.8500000000,1.4400000000,1.1900000000,10/04/24,1817,T,59,6.1NRT,290.9400000000,18.1300000000,D
44.3685500000,-115.8140200000,318.6500000000,1.4400000000,1.1900000000,10/04/24,1817,T,76,6.1NRT,291.8300000000,27.5100000000,D
44.0819000000,-115.1482700000,304.3100000000,1.5800000000,1.2400000000,10/04/24,1817,T,19,6.1NRT,289.9100000000,9.3400000000,D
44.3524600000,-119.6910700000,364.7700000000,1.0400000000,1.0200000000,10/04/24,1817,T,100,6.1NRT,282.0200000000,102.6000000000,D
44.3436200000,-119.6938300000,349.3900000000,1.0400000000,1.0200000000,10/04/24,1817,T,95,6.1NRT,289.9900000000,62.2100000000,D
44.3416000000,-119.6810200000,319.6000000000,1.0400000000,1.0200000000,10/04/24,1817,T,42,6.1NRT,281.5000000000,14.9900000000,D
43.6084600000,-116.0944000000,341.1400000000,1.4500000000,1.1900000000,10/04/24,1817,T,91,6.1NRT,303.4100000000,64.9700000000,D
43.6053100000,-116.0780900000,451.3000000000,1.4500000000,1.1900000000,10/04/24,1817,T,100,6.1NRT,338.3100000000,1242.8400000000,D
43.6023000000,-116.0625600000,499.9700000000,1.4500000000,1.1900000000,10/04/24,1817,T,100,6.1NRT,366.1300000000,2762.7900000000,D
43.5988600000,-116.0447500000,401.0700000000,1.4600000000,1.1900000000,10/04/24,1817,T,100,6.1NRT,311.3600000000,435.9200000000,D
43.5914800000,-116.0064800000,326.3900000000,1.4600000000,1.1900000000,10/04/24,1817,T,63,6.1NRT,300.6400000000,30.1100000000,D
43.5980500000,-116.0970900000,347.5600000000,1.4500000000,1.1900000000,10/04/24,1817,T,94,6.1NRT,305.2900000000,82.5900000000,D
43.5949700000,-116.0812200000,393.4900000000,1.4500000000,1.1900000000,10/04/24,1817,T,100,6.1NRT,319.7600000000,357.0000000000,D
43.5918000000,-116.0649300000,449.6700000000,1.4500000000,1.1900000000,10/04/24,1817,T,100,6.1NRT,342.8300000000,1206.3700000000,D
43.5884200000,-116.0474900000,384.3000000000,1.4600000000,1.1900000000,10/04/24,1817,T,100,6.1NRT,315.5400000000,278.8300000000,D
43.5876700000,-116.0999900000,338.0700000000,1.4500000000,1.1900000000,10/04/24,1817,T,89,6.1NRT,305.8700000000,52.9300000000,D
43.5845300000,-116.0838700000,339.8700000000,1.4500000000,1.1900000000,10/04/24,1817,T,90,6.1NRT,311.7900000000,57.8100000000,D
43.5813600000,-116.0675700000,378.4000000000,1.4500000000,1.1900000000,10/04/24,1817,T,100,6.1NRT,324.6300000000,236.2900000000,D
43.5780000000,-116.0502900000,418.8800000000,1.4600000000,1.1900000000,10/04/24,1817,T,100,6.1NRT,331.7300000000,645.9600000000,D
43.5772500000,-116.1027200000,370.8200000000,1.4500000000,1.1900000000,10/04/24,1817,T,100,6.1NRT,311.0200000000,189.2600000000,D
43.5740800000,-116.0864900000,358.8700000000,1.4500000000,1.1900000000,10/04/24,1817,T,99,6.1NRT,313.3600000000,125.7100000000,D
43.5708600000,-116.0700100000,333.4300000000,1.4500000000,1.1900000000,10/04/24,1817,T,74,6.1NRT,312.7600000000,37.1700000000,D
43.5675400000,-116.0529900000,356.9600000000,1.4600000000,1.1900000000,10/04/24,1817,T,98,6.1NRT,315.3400000000,114.6500000000,D
43.5641400000,-116.0355800000,326.5500000000,1.4600000000,1.1900000000,10/04/24,1817,T,39,6.1NRT,304.9300000000,23.1600000000,D
43.5668700000,-116.1056700000,338.6300000000,1.4500000000,1.1900000000,10/04/24,1817,T,89,6.1NRT,303.3300000000,55.5200000000,D
43.5636900000,-116.0894200000,356.1000000000,1.4500000000,1.1900000000,10/04/24,1817,T,98,6.1NRT,309.0200000000,115.7400000000,D
43.5604600000,-116.0729200000,322.2100000000,1.4500000000,1.1900000000,10/04/24,1817,T,65,6.1NRT,307.5500000000,18.0600000000,D
43.9140800000,-121.6527800000,317.5100000000,1.0000000000,1.0000000000,10/04/24,1817,T,42,6.1NRT,288.9300000000,13.5400000000,D
43.9070500000,-121.6671900000,327.8200000000,1.0000000000,1.0000000000,10/04/24,1817,T,48,6.1NRT,288.6000000000,21.9200000000,D
43.9053400000,-121.6551300000,328.3600000000,1.0000000000,1.0000000000,10/04/24,1817,T,62,6.1NRT,289.7600000000,23.2200000000,D
43.8947100000,-121.7080800000,314.4500000000,1.0000000000,1.0000000000,10/04/24,1817,T,40,6.1NRT,285.8400000000,11.7800000000,D
42.7353400000,-116.6689500000,328.7700000000,1.4100000000,1.1800000000,10/04/24,1817,T,67,6.1NRT,300.6300000000,33.9900000000,D
42.7253500000,-116.6732000000,316.5000000000,1.4100000000,1.1800000000,10/04/24,1817,T,11,6.1NRT,300.1300000000,13.7400000000,D
42.7221000000,-116.6563600000,324.7100000000,1.4200000000,1.1800000000,10/04/24,1817,T,64,6.1NRT,298.7100000000,27.1300000000,D
43.6146400000,-122.2842100000,314.4300000000,1.0100000000,1.0000000000,10/04/24,1817,T,66,6.1NRT,286.4700000000,13.2300000000,D
43.6129300000,-122.2719200000,328.0500000000,1.0100000000,1.0000000000,10/04/24,1817,T,85,6.1NRT,286.3400000000,27.3500000000,D
43.6041100000,-122.2739900000,304.9800000000,1.0100000000,1.0000000000,10/04/24,1817,T,34,6.1NRT,282.7100000000,6.4600000000,D
43.5396200000,-122.2023500000,304.2000000000,1.0100000000,1.0000000000,10/04/24,1817,T,41,6.1NRT,277.0000000000,6.8800000000,D
43.4942700000,-122.0199100000,318.8000000000,1.0000000000,1.0000000000,10/04/24,1817,T,67,6.1NRT,287.7100000000,16.9800000000,D
40.5121500000,-111.0728100000,359.1000000000,3.3700000000,1.7300000000,10/04/24,1817,T,99,6.1NRT,296.4400000000,477.0800000000,D
40.5036300000,-111.0393800000,363.8800000000,3.3900000000,1.7400000000,10/04/24,1817,T,100,6.1NRT,297.9900000000,560.5300000000,D
40.5152700000,-111.0785400000,338.2600000000,3.3700000000,1.7300000000,10/04/24,1817,T,89,6.1NRT,294.9400000000,224.0200000000,D
40.5066700000,-111.0439200000,363.3100000000,3.3900000000,1.7400000000,10/04/24,1817,T,100,6.1NRT,297.5600000000,550.0700000000,D
40.5014800000,-111.0879500000,337.1100000000,3.3700000000,1.7300000000,10/04/24,1817,T,88,6.1NRT,295.5300000000,214.4400000000,D
40.4925200000,-111.0520200000,347.0200000000,3.3900000000,1.7400000000,10/04/24,1817,T,94,6.1NRT,297.5600000000,318.4600000000,D
42.3273200000,-75.6815600000,310.0100000000,1.1700000000,1.0700000000,10/04/24,1836,A,69,6.1NRT,291.7900000000,11.0100000000,D
42.5657200000,-75.5006300000,304.0100000000,1.1400000000,1.0600000000,10/04/24,1836,A,40,6.1NRT,293.1800000000,4.6500000000,D
42.4635900000,-76.1339700000,306.0700000000,1.2100000000,1.0900000000,10/04/24,1836,A,63,6.1NRT,292.7500000000,7.6700000000,D
42.4504700000,-76.4400500000,319.2800000000,1.2400000000,1.1100000000,10/04/24,1836,A,79,6.1NRT,292.4400000000,20.2600000000,D
42.6691900000,-76.9457000000,319.4300000000,1.3000000000,1.1300000000,10/04/24,1838,A,56,6.1NRT,293.7600000000,22.4200000000,D
42.7671800000,-77.2539300000,303.8900000000,1.3400000000,1.1500000000,10/04/24,1838,A,49,6.1NRT,293.2500000000,5.9600000000,D
40.5092900000,-111.0245700000,317.9600000000,2.9000000000,1.6200000000,10/04/24,2155,A,63,6.1NRT,297.2900000000,46.8100000000,D
40.5074300000,-111.0543000000,328.0200000000,2.8800000000,1.6200000000,10/04/24,2155,A,80,6.1NRT,299.2500000000,99.5200000000,D
40.5052200000,-111.0891600000,316.1800000000,2.8700000000,1.6200000000,10/04/24,2155,A,51,6.1NRT,296.8200000000,41.3800000000,D
40.5217000000,-111.0565000000,437.0200000000,2.8800000000,1.6200000000,10/04/24,2155,A,100,6.1NRT,318.7500000000,2567.9800000000,D
40.5196700000,-111.0882300000,389.3200000000,2.8700000000,1.6200000000,10/04/24,2155,A,100,6.1NRT,306.6000000000,873.2700000000,D
40.5133100000,-111.0316900000,340.7700000000,2.9000000000,1.6200000000,10/04/24,2155,A,87,6.1NRT,298.2500000000,176.3500000000,D
40.5115600000,-111.0621200000,351.7700000000,2.8800000000,1.6200000000,10/04/24,2155,A,96,6.1NRT,301.7900000000,277.6800000000,D
40.5094700000,-111.0982300000,320.8400000000,2.8700000000,1.6200000000,10/04/24,2155,A,24,6.1NRT,297.7600000000,59.0200000000,D
40.5257600000,-111.0654800000,426.2200000000,2.8800000000,1.6200000000,10/04/24,2155,A,100,6.1NRT,316.0100000000,2068.8700000000,D
40.5239400000,-111.0965700000,355.8800000000,2.8700000000,1.6200000000,10/04/24,2155,A,98,6.1NRT,300.8200000000,321.9900000000,D
42.6312000000,-98.1066500000,320.3300000000,1.0100000000,1.0100000000,10/04/24,2017,A,76,6.1NRT,298.7100000000,13.8200000000,D
43.6122000000,-109.9849300000,312.4900000000,3.5100000000,1.7600000000,10/04/24,2017,A,62,6.1NRT,292.6900000000,57.3900000000,D
43.5914200000,-110.0633500000,343.1000000000,3.5500000000,1.7700000000,10/04/24,2017,A,92,6.1NRT,293.2500000000,283.7600000000,D
43.5789600000,-110.1103100000,330.7000000000,3.5700000000,1.7700000000,10/04/24,2017,A,84,6.1NRT,296.2600000000,166.9300000000,D
43.6081000000,-109.9859800000,310.2800000000,3.5100000000,1.7600000000,10/04/24,2017,A,56,6.1NRT,292.8500000000,45.7300000000,D
43.5869600000,-110.0639800000,332.2300000000,3.5500000000,1.7700000000,10/04/24,2017,A,86,6.1NRT,293.9700000000,178.2600000000,D
43.5887700000,-110.1189900000,328.9000000000,3.5700000000,1.7700000000,10/04/24,2017,A,83,6.1NRT,296.9200000000,151.6700000000,D
43.5923200000,-110.1678900000,316.3200000000,3.6000000000,1.7800000000,10/04/24,2017,A,70,6.1NRT,298.0400000000,71.1200000000,D
43.6374600000,-110.1873500000,324.6200000000,3.6000000000,1.7800000000,10/04/24,2017,A,80,6.1NRT,294.3300000000,128.6800000000,D
43.6471300000,-110.2003200000,318.3600000000,3.6000000000,1.7800000000,10/04/24,2017,A,53,6.1NRT,293.6400000000,82.4000000000,D
44.8262300000,-107.3112800000,317.4800000000,2.2900000000,1.4600000000,10/04/24,2017,A,43,6.1NRT,296.9700000000,33.5000000000,D
44.8210300000,-107.3333100000,374.1200000000,2.2900000000,1.4700000000,10/04/24,2017,A,100,6.1NRT,302.7500000000,421.9200000000,D
44.8093600000,-107.3827300000,322.5900000000,2.3100000000,1.4700000000,10/04/24,2017,A,46,6.1NRT,299.0700000000,57.8600000000,D
44.8210700000,-107.3914100000,336.8200000000,2.3100000000,1.4700000000,10/04/24,2017,A,56,6.1NRT,298.3600000000,107.4200000000,D
44.8333500000,-107.3976400000,337.5900000000,2.3100000000,1.4700000000,10/04/24,2017,A,62,6.1NRT,298.5100000000,107.8000000000,D
44.8277900000,-107.4213200000,336.2200000000,2.3200000000,1.4700000000,10/04/24,2017,A,46,6.1NRT,298.0800000000,104.9800000000,D
44.8315000000,-107.4004700000,332.5200000000,2.3100000000,1.4700000000,10/04/24,2017,A,71,6.1NRT,298.2300000000,88.0000000000,D
44.8444000000,-107.4041400000,321.1900000000,2.3100000000,1.4700000000,10/04/24,2017,A,43,6.1NRT,297.8600000000,47.9600000000,D
44.8383500000,-107.4293400000,330.3500000000,2.3200000000,1.4700000000,10/04/24,2017,A,78,6.1NRT,299.8800000000,87.2200000000,D
44.8694200000,-107.4146500000,345.7100000000,2.3100000000,1.4700000000,10/04/24,2017,A,93,6.1NRT,288.0200000000,166.5300000000,D
44.8556300000,-107.5304300000,340.8800000000,2.3500000000,1.4800000000,10/04/24,2017,A,91,6.1NRT,295.6600000000,146.8300000000,D
44.8755000000,-107.5051000000,384.4300000000,2.3400000000,1.4800000000,10/04/24,2017,A,100,6.1NRT,286.4800000000,577.3600000000,D
44.8685700000,-107.5342700000,435.0200000000,2.3500000000,1.4800000000,10/04/24,2017,A,100,6.1NRT,311.4000000000,1846.2600000000,D
44.8610300000,-107.5660300000,400.1900000000,2.3600000000,1.4800000000,10/04/24,2017,A,100,6.1NRT,308.2400000000,873.5100000000,D
44.8812200000,-107.5393000000,337.8400000000,2.3500000000,1.4800000000,10/04/24,2017,A,73,6.1NRT,294.3700000000,116.1200000000,D
44.8734900000,-107.5720000000,354.4600000000,2.3600000000,1.4800000000,10/04/24,2017,A,97,6.1NRT,299.6100000000,233.6700000000,D
44.9219100000,-107.5982400000,351.3200000000,2.3600000000,1.4800000000,10/04/24,2017,A,96,6.1NRT,299.4600000000,217.1900000000,D
47.4484300000,-101.9585900000,307.4300000000,1.1200000000,1.0500000000,10/04/24,2017,A,52,6.1NRT,297.1500000000,5.2000000000,D
48.8655800000,-95.8693800000,367.4500000000,1.1600000000,1.0700000000,10/04/24,2019,A,100,6.1NRT,296.1900000000,132.7000000000,D
48.8638000000,-95.8848700000,328.4600000000,1.1600000000,1.0700000000,10/04/24,2019,A,86,6.1NRT,292.0500000000,31.3300000000,D
48.8750100000,-95.8718700000,302.6600000000,1.1600000000,1.0700000000,10/04/24,2019,A,42,6.1NRT,290.5300000000,3.7400000000,D
48.5553000000,-98.8575100000,305.0900000000,1.0000000000,1.0000000000,10/04/24,2019,A,58,6.1NRT,291.1400000000,5.3700000000,D
48.8005600000,-97.4582800000,303.8900000000,1.0500000000,1.0200000000,10/04/24,2019,A,57,6.1NRT,292.6100000000,3.4800000000,D
49.0801000000,-97.5174900000,307.7200000000,1.0500000000,1.0200000000,10/04/24,2019,A,66,6.1NRT,293.0600000000,6.8300000000,D
49.0782800000,-97.5315000000,308.5900000000,1.0500000000,1.0200000000,10/04/24,2019,A,67,6.1NRT,292.7400000000,7.2700000000,D
49.0176400000,-99.8252300000,306.0900000000,1.0000000000,1.0000000000,10/04/24,2019,A,62,6.1NRT,290.3300000000,6.4300000000,D
49.1927600000,-98.8179100000,311.1900000000,1.0100000000,1.0000000000,10/04/24,2019,A,64,6.1NRT,286.6500000000,8.2800000000,D
49.2015100000,-98.8207900000,314.4500000000,1.0100000000,1.0000000000,10/04/24,2019,A,75,6.1NRT,286.2500000000,11.1600000000,D
49.4637000000,-97.0322100000,301.9600000000,1.0900000000,1.0400000000,10/04/24,2019,A,49,6.1NRT,291.0300000000,3.7300000000,D
46.1564700000,-113.8666200000,308.4300000000,4.6100000000,1.9700000000,10/04/24,2019,A,42,6.1NRT,288.5900000000,67.0400000000,D
46.2709800000,-113.6849000000,334.4800000000,4.4700000000,1.9400000000,10/04/24,2019,A,88,6.1NRT,292.6800000000,297.1100000000,D
46.2566900000,-113.7333800000,331.8900000000,4.5000000000,1.9500000000,10/04/24,2019,A,87,6.1NRT,291.3600000000,267.3900000000,D
46.2073500000,-113.9002500000,331.1000000000,4.6100000000,1.9700000000,10/04/24,2019,A,86,6.1NRT,289.7800000000,257.9300000000,D
46.2854800000,-113.6992600000,337.8800000000,4.4700000000,1.9400000000,10/04/24,2019,A,90,6.1NRT,289.6900000000,341.8900000000,D
46.2719800000,-113.7451900000,327.9300000000,4.5000000000,1.9500000000,10/04/24,2019,A,84,6.1NRT,289.5900000000,223.1500000000,D
46.2733400000,-113.6900100000,353.2500000000,4.4700000000,1.9400000000,10/04/24,2019,A,97,6.1NRT,293.0900000000,595.0600000000,D
46.2590500000,-113.7376500000,342.3600000000,4.5000000000,1.9500000000,10/04/24,2019,A,92,6.1NRT,292.0000000000,406.5800000000,D
46.2092200000,-113.9030700000,335.3800000000,4.6100000000,1.9700000000,10/04/24,2019,A,89,6.1NRT,289.6900000000,315.1900000000,D
46.2883200000,-113.7026300000,304.2500000000,4.4700000000,1.9400000000,10/04/24,2019,A,42,6.1NRT,287.8000000000,42.9200000000,D
49.8770000000,-97.5625900000,320.3500000000,1.0700000000,1.0300000000,10/04/24,2019,A,80,6.1NRT,289.1500000000,18.5600000000,D
46.5182100000,-114.2397700000,304.4000000000,4.6800000000,1.9800000000,10/04/24,2019,A,41,6.1NRT,283.4100000000,58.0000000000,D
46.5194000000,-114.2433200000,304.5200000000,4.6800000000,1.9800000000,10/04/24,2019,A,37,6.1NRT,283.0000000000,58.3200000000,D
50.0716300000,-97.4833600000,304.1800000000,1.0700000000,1.0300000000,10/04/24,2019,A,58,6.1NRT,289.6400000000,5.6300000000,D
50.0698000000,-97.4979600000,310.9600000000,1.0700000000,1.0300000000,10/04/24,2019,A,71,6.1NRT,289.4800000000,10.6000000000,D
49.8139900000,-101.7214700000,300.0700000000,1.0400000000,1.0200000000,10/04/24,2019,A,24,6.1NRT,285.0900000000,3.4400000000,D
49.8227800000,-101.7249500000,303.7300000000,1.0400000000,1.0200000000,10/04/24,2019,A,57,6.1NRT,285.1300000000,5.7100000000,D
49.9861400000,-100.8150300000,312.8400000000,1.0100000000,1.0000000000,10/04/24,2019,A,73,6.1NRT,285.1200000000,11.0700000000,D
49.9840500000,-100.8285900000,318.5100000000,1.0100000000,1.0000000000,10/04/24,2019,A,79,6.1NRT,286.3200000000,15.8600000000,D
50.3269100000,-100.1734500000,311.0400000000,1.0000000000,1.0000000000,10/04/24,2019,A,71,6.1NRT,287.0200000000,10.5200000000,D
50.1252700000,-102.5564700000,308.7800000000,1.0700000000,1.0300000000,10/04/24,2019,A,68,6.1NRT,287.4000000000,8.5600000000,D
50.5603000000,-100.9177500000,318.9500000000,1.0100000000,1.0000000000,10/04/24,2019,A,79,6.1NRT,289.2500000000,17.3800000000,D
51.2504000000,-97.0461300000,307.0600000000,1.1300000000,1.0600000000,10/04/24,2019,A,65,6.1NRT,290.5600000000,9.8700000000,D
51.2485300000,-97.0619800000,302.5200000000,1.1300000000,1.0600000000,10/04/24,2019,A,53,6.1NRT,290.4000000000,6.5100000000,D
51.0162500000,-101.3441000000,300.6400000000,1.0100000000,1.0000000000,10/04/24,2019,A,40,6.1NRT,286.5300000000,3.7400000000,D
51.0140900000,-101.3579600000,302.5800000000,1.0100000000,1.0000000000,10/04/24,2019,A,53,6.1NRT,289.1800000000,4.9000000000,D
51.1374600000,-100.9878200000,311.5000000000,1.0000000000,1.0000000000,10/04/24,2019,A,71,6.1NRT,286.3100000000,11.0600000000,D
51.2960800000,-102.5244500000,320.7800000000,1.0400000000,1.0200000000,10/04/24,2019,A,80,6.1NRT,284.9800000000,19.8200000000,D
51.8519300000,-102.8524600000,307.6400000000,1.0400000000,1.0200000000,10/04/24,2019,A,66,6.1NRT,289.2300000000,8.1500000000,D
51.9974700000,-102.4216000000,300.5300000000,1.0300000000,1.0100000000,10/04/24,2019,A,38,6.1NRT,287.7600000000,3.2500000000,D
51.9326900000,-102.8790200000,300.2700000000,1.0400000000,1.0200000000,10/04/24,2019,A,34,6.1NRT,288.2600000000,3.9700000000,D
52.0952900000,-102.2256100000,342.0600000000,1.0200000000,1.0100000000,10/04/24,2019,A,93,6.1NRT,280.9300000000,48.4800000000,D
52.0930200000,-102.2398800000,344.8100000000,1.0200000000,1.0100000000,10/04/24,2019,A,94,6.1NRT,285.3700000000,53.7400000000,D
51.9425800000,-103.6516200000,322.7500000000,1.0800000000,1.0400000000,10/04/24,2019,A,82,6.1NRT,289.3500000000,22.3400000000,D
51.9399800000,-103.6666600000,313.3300000000,1.0800000000,1.0400000000,10/04/24,2019,A,74,6.1NRT,289.2200000000,12.7000000000,D
52.0679800000,-103.2500000000,307.4600000000,1.0600000000,1.0300000000,10/04/24,2019,A,65,6.1NRT,288.3000000000,8.9000000000,D
53.4620200000,-106.2505000000,315.7900000000,1.2100000000,1.0900000000,10/04/24,2019,A,76,6.1NRT,271.7900000000,22.0600000000,D
42.7180100000,-116.6781500000,321.2700000000,1.4300000000,1.1800000000,10/04/24,2155,A,65,6.1NRT,302.3200000000,19.4700000000,D
42.7162400000,-116.6956900000,319.3900000000,1.4200000000,1.1800000000,10/04/24,2155,A,61,6.1NRT,303.8400000000,17.4100000000,D
42.7266700000,-116.6973000000,332.5200000000,1.4200000000,1.1800000000,10/04/24,2155,A,65,6.1NRT,304.2200000000,39.2000000000,D
42.7249100000,-116.7146500000,349.5900000000,1.4200000000,1.1800000000,10/04/24,2155,A,95,6.1NRT,303.9900000000,88.4100000000,D
42.7423900000,-116.6468400000,355.0600000000,1.4300000000,1.1800000000,10/04/24,2155,A,97,6.1NRT,306.8800000000,109.9000000000,D
42.7406900000,-116.6636200000,354.6200000000,1.4300000000,1.1800000000,10/04/24,2155,A,97,6.1NRT,308.8200000000,105.1600000000,D
42.7370800000,-116.6990700000,366.5100000000,1.4200000000,1.1800000000,10/04/24,2155,A,100,6.1NRT,305.7800000000,160.7800000000,D
42.7353200000,-116.7162900000,376.5900000000,1.4200000000,1.1800000000,10/04/24,2155,A,100,6.1NRT,308.2500000000,218.5900000000,D
42.7545800000,-116.6315600000,407.9700000000,1.4400000000,1.1900000000,10/04/24,2155,A,100,6.1NRT,314.4100000000,506.6400000000,D
42.7528400000,-116.6486400000,410.0400000000,1.4300000000,1.1800000000,10/04/24,2155,A,100,6.1NRT,323.6900000000,526.1900000000,D
42.7511100000,-116.6656000000,406.2900000000,1.4300000000,1.1800000000,10/04/24,2155,A,100,6.1NRT,320.2000000000,478.8400000000,D
42.7493900000,-116.6824000000,347.7700000000,1.4300000000,1.1800000000,10/04/24,2155,A,94,6.1NRT,306.4300000000,81.4100000000,D
42.7651000000,-116.6327500000,348.1300000000,1.4400000000,1.1900000000,10/04/24,2155,A,94,6.1NRT,300.4500000000,88.7800000000,D
42.7632900000,-116.6502900000,388.4900000000,1.4300000000,1.1800000000,10/04/24,2155,A,100,6.1NRT,308.1400000000,310.4400000000,D
42.7615400000,-116.6674100000,345.0200000000,1.4300000000,1.1800000000,10/04/24,2155,A,92,6.1NRT,303.8200000000,73.4600000000,D
42.7598100000,-116.6842200000,319.9600000000,1.4300000000,1.1800000000,10/04/24,2155,A,22,6.1NRT,303.0200000000,14.6800000000,D
43.3452000000,-111.4561200000,312.6800000000,2.9100000000,1.6300000000,10/04/24,2155,A,53,6.1NRT,300.0100000000,36.6700000000,D
43.3487900000,-111.4636400000,314.8900000000,2.9100000000,1.6300000000,10/04/24,2155,A,62,6.1NRT,299.6200000000,44.0800000000,D
43.5906600000,-110.1391400000,394.2800000000,3.5100000000,1.7600000000,10/04/24,2155,A,94,6.1NRT,302.9800000000,1319.1900000000,D
43.5887600000,-110.1816900000,341.0800000000,3.4900000000,1.7600000000,10/04/24,2155,A,78,6.1NRT,297.1100000000,236.0200000000,D
43.5870600000,-110.1464600000,380.6100000000,3.5100000000,1.7600000000,10/04/24,2155,A,94,6.1NRT,303.8700000000,916.5900000000,D
43.6042500000,-110.1074800000,313.4300000000,3.5300000000,1.7700000000,10/04/24,2155,A,21,6.1NRT,289.8900000000,43.1400000000,D
43.6026100000,-110.1488400000,350.1400000000,3.5100000000,1.7600000000,10/04/24,2155,A,95,6.1NRT,291.6800000000,351.1700000000,D
43.6635100000,-110.0379600000,321.1500000000,3.5700000000,1.7700000000,10/04/24,2155,A,66,6.1NRT,287.5100000000,103.3900000000,D
43.6201700000,-116.0679400000,341.4200000000,1.5800000000,1.2400000000,10/04/24,2155,A,76,6.1NRT,309.6100000000,62.6900000000,D
43.6330300000,-116.0494200000,397.0500000000,1.5800000000,1.2400000000,10/04/24,2155,A,100,6.1NRT,306.8400000000,443.7600000000,D
43.6312000000,-116.0688900000,392.6000000000,1.5800000000,1.2400000000,10/04/24,2155,A,100,6.1NRT,315.2400000000,390.8500000000,D
43.6295000000,-116.0869100000,341.3100000000,1.5800000000,1.2400000000,10/04/24,2155,A,81,6.1NRT,311.2500000000,62.7300000000,D
44.0891600000,-115.1521100000,382.5600000000,1.8000000000,1.3200000000,10/04/24,2155,A,100,6.1NRT,300.8800000000,378.7700000000,D
44.0866900000,-115.1802700000,323.6400000000,1.8000000000,1.3100000000,10/04/24,2155,A,78,6.1NRT,296.3500000000,40.9800000000,D
44.1007800000,-115.1538800000,362.1400000000,1.8000000000,1.3200000000,10/04/24,2155,A,100,6.1NRT,301.8700000000,203.2900000000,D
44.0983200000,-115.1816200000,335.9100000000,1.8000000000,1.3100000000,10/04/24,2155,A,86,6.1NRT,296.5900000000,72.9700000000,D
44.0978300000,-115.1373500000,341.6100000000,1.8100000000,1.3200000000,10/04/24,2155,A,91,6.1NRT,301.2600000000,95.1200000000,D
44.0960200000,-115.1596700000,391.1900000000,1.8000000000,1.3200000000,10/04/24,2155,A,100,6.1NRT,305.1700000000,470.2800000000,D
44.1075100000,-115.1629200000,346.7200000000,1.8000000000,1.3200000000,10/04/24,2155,A,94,6.1NRT,298.0800000000,121.6900000000,D
43.4120100000,-122.4690400000,301.1700000000,1.0000000000,1.0000000000,10/04/24,2155,A,42,6.1NRT,277.2700000000,4.6400000000,D
43.4987100000,-122.1998600000,304.8900000000,1.0000000000,1.0000000000,10/04/24,2155,A,44,6.1NRT,288.9300000000,5.7400000000,D
43.5284500000,-122.0585600000,313.4900000000,1.0000000000,1.0000000000,10/04/24,2155,A,30,6.1NRT,290.3300000000,10.9500000000,D
44.3816700000,-115.8260500000,334.8000000000,1.6700000000,1.2700000000,10/04/24,2155,A,61,6.1NRT,296.9700000000,62.7100000000,D
44.3963300000,-115.7896200000,365.3800000000,1.6800000000,1.2700000000,10/04/24,2155,A,95,6.1NRT,300.5100000000,198.5200000000,D
44.3946900000,-115.8078600000,361.1500000000,1.6700000000,1.2700000000,10/04/24,2155,A,95,6.1NRT,300.9600000000,171.9600000000,D
44.4076600000,-115.7904400000,373.7700000000,1.6800000000,1.2700000000,10/04/24,2155,A,100,6.1NRT,296.8100000000,259.2600000000,D
44.4021200000,-115.8511100000,356.5200000000,1.6600000000,1.2700000000,10/04/24,2155,A,98,6.1NRT,294.6300000000,151.4000000000,D
44.3947600000,-115.7943600000,358.1000000000,1.6800000000,1.2700000000,10/04/24,2155,A,99,6.1NRT,301.4000000000,157.7500000000,D
44.4076900000,-115.7763600000,346.3200000000,1.6800000000,1.2700000000,10/04/24,2155,A,94,6.1NRT,294.9000000000,109.5400000000,D
44.4060600000,-115.7953800000,368.9800000000,1.6800000000,1.2700000000,10/04/24,2155,A,100,6.1NRT,297.4900000000,231.6400000000,D
44.4044500000,-115.8142200000,318.2900000000,1.6700000000,1.2700000000,10/04/24,2155,A,49,6.1NRT,292.3100000000,23.8200000000,D
44.4027300000,-115.8341800000,337.8000000000,1.6700000000,1.2700000000,10/04/24,2155,A,89,6.1NRT,293.9500000000,76.5400000000,D
44.4007600000,-115.8570900000,343.2800000000,1.6600000000,1.2700000000,10/04/24,2155,A,92,6.1NRT,293.4000000000,95.5400000000,D
44.5287400000,-115.7005500000,382.9200000000,1.7000000000,1.2800000000,10/04/24,2155,A,100,6.1NRT,296.2200000000,353.6400000000,D
44.5266700000,-115.7245300000,371.9600000000,1.7000000000,1.2800000000,10/04/24,2155,A,100,6.1NRT,293.3600000000,259.6200000000,D
44.5419900000,-115.6799700000,327.8900000000,1.7100000000,1.2800000000,10/04/24,2155,A,71,6.1NRT,291.3800000000,48.6800000000,D
44.5400800000,-115.7020600000,449.7000000000,1.7000000000,1.2800000000,10/04/24,2155,A,100,6.1NRT,306.6900000000,1534.2700000000,D
44.5380500000,-115.7253900000,379.2000000000,1.7000000000,1.2800000000,10/04/24,2155,A,100,6.1NRT,292.9600000000,318.8500000000,D
44.5493200000,-115.7274800000,346.5200000000,1.7000000000,1.2800000000,10/04/24,2155,A,94,6.1NRT,282.6100000000,114.9600000000,D
