"LATITUDE,N,32,10","LONGITUDE,N,32,10","BRIGHTNESS,N,32,10","SCAN,N,32,10","TRACK,N,32,10","ACQ_DATE,D","ACQ_TIME,C,4","SATELLITE,C,1","CONFIDENCE,N,6,0","VERSION,C,6","BRIGHT_T31,N,32,10","FRP,N,32,10","DAYNIGHT,C,1"
43.9121300000,-121.7129600000,318.3600000000,1.0000000000,1.0000000000,10/04/24,2155,A,64,6.1NRT,280.8600000000,17.4900000000,D
43.9294100000,-121.6546600000,316.2300000000,1.0100000000,1.0000000000,10/04/24,2155,A,74,6.1NRT,287.0800000000,14.0300000000,D
43.9277000000,-121.6668500000,341.4200000000,1.0100000000,1.0000000000,10/04/24,2155,A,92,6.1NRT,287.0100000000,46.2200000000,D
43.9259900000,-121.6790200000,353.7000000000,1.0100000000,1.0000000000,10/04/24,2155,A,97,6.1NRT,287.5900000000,70.0100000000,D
43.9142800000,-121.8896900000,306.4000000000,1.0000000000,1.0000000000,10/04/24,2155,A,58,6.1NRT,279.3900000000,9.7400000000,D
44.8182700000,-114.9714200000,350.6600000000,1.8900000000,1.3400000000,10/04/24,2155,A,96,6.1NRT,283.7600000000,152.0300000000,D
44.8162800000,-114.9957400000,405.1700000000,1.8800000000,1.3400000000,10/04/24,2155,A,100,6.1NRT,287.4200000000,706.8000000000,D
44.8139800000,-115.0235400000,383.5000000000,1.8700000000,1.3400000000,10/04/24,2155,A,94,6.1NRT,282.6900000000,413.9300000000,D
44.8300000000,-114.9746900000,328.2800000000,1.8900000000,1.3400000000,10/04/24,2155,A,59,6.1NRT,271.0500000000,59.0200000000,D
44.8282300000,-114.9962700000,397.0500000000,1.8800000000,1.3400000000,10/04/24,2155,A,75,6.1NRT,278.8900000000,575.8600000000,D
44.8261000000,-115.0219700000,400.9500000000,1.8700000000,1.3400000000,10/04/24,2155,A,75,6.1NRT,282.5600000000,640.6100000000,D
44.8299800000,-115.1182900000,346.9900000000,1.8500000000,1.3300000000,10/04/24,2155,A,89,6.1NRT,285.4600000000,127.7200000000,D
44.8250700000,-114.9565000000,326.2500000000,1.8900000000,1.3400000000,10/04/24,2155,A,0,6.1NRT,274.4500000000,52.7200000000,D
44.8234500000,-114.9777000000,346.0800000000,1.8900000000,1.3400000000,10/04/24,2155,A,82,6.1NRT,279.1500000000,129.6500000000,D
44.8216000000,-115.0018200000,417.7600000000,1.8800000000,1.3400000000,10/04/24,2155,A,94,6.1NRT,289.3800000000,935.0100000000,D
44.8195100000,-115.0291700000,372.8000000000,1.8700000000,1.3400000000,10/04/24,2155,A,100,6.1NRT,283.0000000000,306.2900000000,D
44.8335400000,-115.0023900000,349.2400000000,1.8800000000,1.3400000000,10/04/24,2155,A,0,6.1NRT,271.6300000000,143.6100000000,D
44.8315600000,-115.0279200000,343.4200000000,1.8700000000,1.3400000000,10/04/24,2155,A,70,6.1NRT,268.9800000000,113.3800000000,D
44.8242800000,-115.1213800000,338.5800000000,1.8500000000,1.3300000000,10/04/24,2155,A,85,6.1NRT,284.5800000000,95.0400000000,D
44.8378200000,-115.1006000000,328.8200000000,1.8600000000,1.3300000000,10/04/24,2155,A,34,6.1NRT,281.4800000000,57.6300000000,D
44.8357500000,-115.1267500000,339.1100000000,1.8500000000,1.3300000000,10/04/24,2155,A,82,6.1NRT,288.6100000000,96.0300000000,D
44.9966500000,-114.3731800000,320.2000000000,2.0500000000,1.3900000000,10/04/24,2155,A,47,6.1NRT,295.1800000000,31.4800000000,D
45.0147100000,-114.2966500000,315.9000000000,2.0700000000,1.4000000000,10/04/24,2155,A,24,6.1NRT,295.0000000000,23.5600000000,D
45.0109600000,-114.3478900000,369.8200000000,2.0600000000,1.4000000000,10/04/24,2155,A,100,6.1NRT,301.1800000000,307.7100000000,D
45.0088200000,-114.3769500000,457.6300000000,2.0500000000,1.3900000000,10/04/24,2155,A,100,6.1NRT,326.0000000000,2302.7900000000,D
45.0069500000,-114.4022100000,385.9700000000,2.0400000000,1.3900000000,10/04/24,2155,A,100,6.1NRT,305.1800000000,488.3100000000,D
45.0212300000,-114.3774600000,507.0100000000,2.0500000000,1.3900000000,10/04/24,2155,A,100,6.1NRT,400.0700000000,5049.2200000000,D
45.0192100000,-114.4045100000,473.6300000000,2.0400000000,1.3900000000,10/04/24,2155,A,100,6.1NRT,339.6500000000,3014.9700000000,D
45.0078300000,-114.5557400000,318.4800000000,2.0000000000,1.3800000000,10/04/24,2155,A,75,6.1NRT,293.0000000000,37.3900000000,D
45.0060600000,-114.5791000000,309.6900000000,2.0000000000,1.3800000000,10/04/24,2155,A,16,6.1NRT,290.8200000000,19.3400000000,D
45.0316400000,-114.4045800000,412.2100000000,2.0400000000,1.3900000000,10/04/24,2155,A,100,6.1NRT,304.6200000000,929.3400000000,D
45.0198300000,-114.5597500000,336.2600000000,2.0000000000,1.3800000000,10/04/24,2155,A,89,6.1NRT,288.8100000000,95.1800000000,D
45.0180900000,-114.5825300000,314.1000000000,2.0000000000,1.3800000000,10/04/24,2155,A,40,6.1NRT,288.6500000000,28.0800000000,D
45.0479700000,-114.3533700000,319.5700000000,2.0600000000,1.4000000000,10/04/24,2155,A,44,6.1NRT,288.9600000000,32.7100000000,D
45.0458900000,-114.3807800000,330.7500000000,2.0500000000,1.3900000000,10/04/24,2155,A,73,6.1NRT,294.4600000000,65.3800000000,D
45.0503000000,-114.4851100000,335.2100000000,2.0200000000,1.3900000000,10/04/24,2155,A,89,6.1NRT,292.9500000000,89.4700000000,D
45.0480500000,-114.5137600000,382.9400000000,2.0200000000,1.3800000000,10/04/24,2155,A,100,6.1NRT,299.8000000000,453.6700000000,D
45.0460100000,-114.5399800000,336.9100000000,2.0100000000,1.3800000000,10/04/24,2155,A,90,6.1NRT,290.1700000000,98.6800000000,D
45.0624900000,-114.4874800000,336.6900000000,2.0200000000,1.3900000000,10/04/24,2155,A,90,6.1NRT,292.0500000000,98.7000000000,D
45.0603300000,-114.5148600000,351.4700000000,2.0200000000,1.3800000000,10/04/24,2155,A,96,6.1NRT,293.1400000000,176.6200000000,D
45.0581900000,-114.5419500000,309.7700000000,2.0100000000,1.3800000000,10/04/24,2155,A,53,6.1NRT,289.5600000000,21.3200000000,D
45.0527200000,-114.4912100000,354.2900000000,2.0200000000,1.3900000000,10/04/24,2155,A,97,6.1NRT,294.1100000000,195.0700000000,D
45.0506300000,-114.5200600000,379.0700000000,2.0200000000,1.3800000000,10/04/24,2155,A,100,6.1NRT,299.5200000000,412.1100000000,D
45.0487100000,-114.5464600000,331.1000000000,2.0100000000,1.3800000000,10/04/24,2155,A,87,6.1NRT,289.5500000000,79.9700000000,D
45.0648900000,-114.4938500000,345.4700000000,2.0200000000,1.3900000000,10/04/24,2155,A,94,6.1NRT,292.1800000000,145.4500000000,D
45.0629100000,-114.5209700000,336.7800000000,2.0200000000,1.3800000000,10/04/24,2155,A,90,6.1NRT,291.3400000000,104.0200000000,D
45.2487800000,-114.4508200000,362.7900000000,2.0400000000,1.3900000000,10/04/24,2155,A,100,6.1NRT,298.8200000000,259.7300000000,D
45.2631100000,-114.4248000000,339.9900000000,2.0500000000,1.3900000000,10/04/24,2155,A,64,6.1NRT,294.5100000000,107.2000000000,D
45.2609600000,-114.4542900000,417.8500000000,2.0400000000,1.3900000000,10/04/24,2155,A,100,6.1NRT,307.3300000000,1057.6000000000,D
45.2590000000,-114.4812200000,353.6500000000,2.0400000000,1.3900000000,10/04/24,2155,A,97,6.1NRT,295.3400000000,187.4800000000,D
45.2733700000,-114.4546900000,354.7600000000,2.0400000000,1.3900000000,10/04/24,2155,A,92,6.1NRT,290.5500000000,188.8100000000,D
45.2714600000,-114.4806100000,336.9500000000,2.0400000000,1.3900000000,10/04/24,2155,A,59,6.1NRT,287.1700000000,96.7500000000,D
45.2898800000,-114.3998300000,322.3600000000,2.0600000000,1.4000000000,10/04/24,2155,A,65,6.1NRT,290.1400000000,45.1300000000,D
45.2878300000,-114.4275800000,314.3000000000,2.0500000000,1.3900000000,10/04/24,2155,A,56,6.1NRT,284.9900000000,24.7400000000,D
45.8770600000,-113.7535900000,315.8400000000,2.2800000000,1.4600000000,10/04/24,2155,A,70,6.1NRT,288.4100000000,43.2000000000,D
45.8900400000,-113.7546200000,372.2400000000,2.2800000000,1.4600000000,10/04/24,2155,A,100,6.1NRT,292.9900000000,406.0300000000,D
49.7467400000,-125.1786400000,333.6100000000,1.0000000000,1.0000000000,10/04/24,2157,A,70,6.1NRT,285.5300000000,34.8700000000,D
49.8809900000,-125.3403600000,317.6800000000,1.0100000000,1.0000000000,10/04/24,2157,A,68,6.1NRT,286.4500000000,17.9400000000,D
54.8160700000,-124.4437800000,310.5800000000,1.0600000000,1.0300000000,10/04/24,2159,A,38,6.1NRT,274.3400000000,14.0300000000,D
60.8103400000,-137.4159900000,306.7900000000,1.2900000000,1.1300000000,10/04/24,2159,A,56,6.1NRT,278.0900000000,15.6300000000,D
60.8058200000,-137.4377000000,374.4800000000,1.2900000000,1.1300000000,10/04/24,2159,A,75,6.1NRT,283.6800000000,198.5400000000,D
60.8012800000,-137.4594300000,300.2300000000,1.3000000000,1.1300000000,10/04/24,2159,A,15,6.1NRT,278.7100000000,9.5100000000,D
40.4957200000,-110.9940000000,302.5600000000,4.3800000000,1.9300000000,10/05/24,0345,T,38,6.1NRT,278.0300000000,57.9600000000,N
40.5246100000,-110.9530700000,345.2100000000,4.3400000000,1.9200000000,10/05/24,0345,T,100,6.1NRT,283.4100000000,455.7400000000,N
40.5120300000,-111.0002800000,354.6900000000,4.3800000000,1.9300000000,10/05/24,0345,T,100,6.1NRT,288.5300000000,626.3400000000,N
40.4983000000,-111.0516900000,316.3300000000,4.4100000000,1.9300000000,10/05/24,0345,T,74,6.1NRT,280.5200000000,134.5100000000,N
40.5404100000,-110.9610600000,404.9900000000,4.3400000000,1.9200000000,10/05/24,0345,T,100,6.1NRT,276.0900000000,2389.2500000000,N
40.5275900000,-111.0093700000,407.7200000000,4.3800000000,1.9300000000,10/05/24,0345,T,100,6.1NRT,293.7400000000,2559.3900000000,N
40.5136600000,-111.0617900000,341.2100000000,4.4100000000,1.9300000000,10/05/24,0345,T,100,6.1NRT,282.8500000000,401.4100000000,N
40.5300900000,-111.0678200000,326.4600000000,4.4100000000,1.9300000000,10/05/24,0345,T,97,6.1NRT,270.1500000000,232.3000000000,N
40.5282900000,-110.9624200000,378.2200000000,4.3400000000,1.9200000000,10/05/24,0345,T,100,6.1NRT,290.4600000000,1240.8800000000,N
40.5153500000,-111.0099600000,359.1200000000,4.3800000000,1.9300000000,10/05/24,0345,T,100,6.1NRT,292.8100000000,718.4000000000,N
40.5012200000,-111.0617600000,320.9600000000,4.4100000000,1.9300000000,10/05/24,0345,T,99,6.1NRT,281.1300000000,170.9200000000,N
40.5308200000,-111.0193500000,383.4700000000,4.3800000000,1.9300000000,10/05/24,0345,T,100,6.1NRT,282.2900000000,1437.9500000000,N
40.5168600000,-111.0707400000,337.2700000000,4.4100000000,1.9300000000,10/05/24,0345,T,100,6.1NRT,277.6900000000,356.7600000000,N
40.5330100000,-111.0778600000,311.2500000000,4.4100000000,1.9300000000,10/05/24,0345,T,78,6.1NRT,266.4000000000,113.2800000000,N
43.5926000000,-110.0040800000,317.6700000000,3.0800000000,1.6700000000,10/05/24,0345,T,95,6.1NRT,273.0200000000,100.8300000000,N
43.5938400000,-110.0092500000,319.8100000000,3.0800000000,1.6700000000,10/05/24,0345,T,99,6.1NRT,271.0600000000,111.4100000000,N
44.7975000000,-107.3116400000,315.2500000000,2.0000000000,1.3800000000,10/05/24,0345,T,91,6.1NRT,290.8600000000,42.6300000000,N
44.8059200000,-107.2986700000,314.7200000000,2.0000000000,1.3800000000,10/05/24,0345,T,90,6.1NRT,290.2000000000,40.9000000000,N
44.8015800000,-107.3183900000,316.9600000000,2.0000000000,1.3800000000,10/05/24,0345,T,94,6.1NRT,290.3300000000,45.8100000000,N
44.8175800000,-107.3037400000,314.2000000000,2.0000000000,1.3800000000,10/05/24,0345,T,89,6.1NRT,289.1600000000,39.4500000000,N
44.8132900000,-107.3233000000,328.2200000000,2.0000000000,1.3800000000,10/05/24,0345,T,100,6.1NRT,294.1800000000,77.7800000000,N
44.8247100000,-107.3295400000,313.9700000000,2.0000000000,1.3800000000,10/05/24,0345,T,88,6.1NRT,288.2200000000,38.3900000000,N
44.8104200000,-107.3947400000,312.5000000000,2.0200000000,1.3900000000,10/05/24,0345,T,70,6.1NRT,287.4300000000,34.4800000000,N
44.8217100000,-107.4018100000,301.6400000000,2.0200000000,1.3900000000,10/05/24,0345,T,26,6.1NRT,286.5400000000,15.3600000000,N
44.8286900000,-107.4286200000,323.9600000000,2.0300000000,1.3900000000,10/05/24,0345,T,100,6.1NRT,284.7100000000,64.2300000000,N
44.8641700000,-107.4426000000,310.5700000000,2.0300000000,1.3900000000,10/05/24,0345,T,75,6.1NRT,283.8400000000,30.3200000000,N
44.8480900000,-107.5170700000,327.6600000000,2.0500000000,1.3900000000,10/05/24,0345,T,98,6.1NRT,287.0700000000,74.2000000000,N
44.8426600000,-107.5421400000,327.4400000000,2.0600000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,287.4900000000,76.3700000000,N
44.8557200000,-107.4455300000,311.4700000000,2.0300000000,1.3900000000,10/05/24,0345,T,83,6.1NRT,285.1600000000,32.3800000000,N
44.8391500000,-107.5199000000,321.1400000000,2.0500000000,1.3900000000,10/05/24,0345,T,100,6.1NRT,285.0200000000,55.8000000000,N
44.8621100000,-107.4747300000,307.4900000000,2.0400000000,1.3900000000,10/05/24,0345,T,67,6.1NRT,285.4900000000,25.6500000000,N
44.8569300000,-107.4981000000,313.1500000000,2.0400000000,1.3900000000,10/05/24,0345,T,71,6.1NRT,287.1500000000,36.3700000000,N
44.8509200000,-107.5251400000,320.1100000000,2.0500000000,1.3900000000,10/05/24,0345,T,81,6.1NRT,287.4100000000,51.8700000000,N
44.8454100000,-107.5499000000,328.7900000000,2.0600000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,288.6600000000,81.1900000000,N
44.8688700000,-107.5024600000,310.5300000000,2.0400000000,1.3900000000,10/05/24,0345,T,43,6.1NRT,284.0300000000,29.9400000000,N
44.8569800000,-107.5560900000,314.1000000000,2.0600000000,1.4000000000,10/05/24,0345,T,88,6.1NRT,288.3800000000,38.8500000000,N
44.8688100000,-107.5611300000,323.7300000000,2.0600000000,1.4000000000,10/05/24,0345,T,82,6.1NRT,286.9500000000,61.4600000000,N
44.8634300000,-107.5854600000,316.3700000000,2.0700000000,1.4000000000,10/05/24,0345,T,50,6.1NRT,287.5400000000,41.4800000000,N
44.8991900000,-107.5996600000,316.0200000000,2.0700000000,1.4000000000,10/05/24,0345,T,29,6.1NRT,288.7400000000,38.1800000000,N
44.9165600000,-107.5792800000,376.2600000000,2.0600000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,300.0900000000,395.3500000000,N
44.9114800000,-107.6026200000,422.8700000000,2.0700000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,302.8200000000,1208.8600000000,N
44.9327600000,-107.5642800000,344.7400000000,2.0500000000,1.3900000000,10/05/24,0345,T,100,6.1NRT,296.0800000000,147.6200000000,N
44.9279400000,-107.5864600000,379.2800000000,2.0600000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,301.9500000000,428.4900000000,N
44.9232600000,-107.6079300000,357.0600000000,2.0700000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,290.0500000000,223.5200000000,N
44.9078500000,-107.5808000000,343.2800000000,2.0600000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,291.3900000000,140.2000000000,N
44.9021500000,-107.6062000000,360.2800000000,2.0700000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,294.0100000000,249.6100000000,N
44.9244000000,-107.5646700000,325.5000000000,2.0500000000,1.3900000000,10/05/24,0345,T,100,6.1NRT,292.1200000000,68.1200000000,N
44.9197100000,-107.5857100000,397.6200000000,2.0600000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,305.4200000000,687.5200000000,N
44.9144500000,-107.6092500000,393.2800000000,2.0700000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,294.5400000000,621.4000000000,N
44.9408000000,-107.5490900000,313.6600000000,2.0400000000,1.3900000000,10/05/24,0345,T,87,6.1NRT,289.9000000000,35.7200000000,N
44.9358800000,-107.5712200000,350.6500000000,2.0500000000,1.3900000000,10/05/24,0345,T,100,6.1NRT,298.6400000000,180.6600000000,N
44.9310200000,-107.5930500000,353.6000000000,2.0600000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,295.7600000000,202.2800000000,N
44.9522900000,-107.5555300000,356.4100000000,2.0400000000,1.3900000000,10/05/24,0345,T,100,6.1NRT,297.0600000000,218.6900000000,N
44.9474000000,-107.5775800000,354.9900000000,2.0500000000,1.3900000000,10/05/24,0345,T,100,6.1NRT,298.7700000000,207.3300000000,N
44.9423800000,-107.6002300000,321.5600000000,2.0600000000,1.4000000000,10/05/24,0345,T,100,6.1NRT,290.2900000000,53.6500000000,N
44.9688700000,-107.5389100000,305.0600000000,2.0400000000,1.3900000000,10/05/24,0345,T,57,6.1NRT,290.4500000000,18.7100000000,N
44.9637600000,-107.5620700000,426.1800000000,2.0400000000,1.3900000000,10/05/24,0345,T,100,6.1NRT,308.5700000000,1278.3100000000,N
44.9587900000,-107.5845800000,368.9600000000,2.0500000000,1.3900000000,10/05/24,0345,T,100,6.1NRT,296.2200000000,320.1300000000,N
44.9490800000,-107.6284600000,300.1000000000,2.0700000000,1.4000000000,10/05/24,0345,T,12,6.1NRT,287.9300000000,10.4900000000,N
45.0366900000,-114.2378700000,391.5700000000,4.6800000000,1.9800000000,10/05/24,0345,T,100,6.1NRT,266.6600000000,0.0000000000,N
45.0686700000,-114.1918000000,406.6000000000,4.6400000000,1.9700000000,10/05/24,0345,T,100,6.1NRT,277.2000000000,0.0000000000,N
45.0525200000,-114.2484100000,414.2700000000,4.6800000000,1.9800000000,10/05/24,0345,T,100,6.1NRT,275.0800000000,0.0000000000,N
45.0538500000,-114.1904400000,413.3600000000,4.6400000000,1.9700000000,10/05/24,0345,T,100,6.1NRT,272.2800000000,0.0000000000,N
45.0376200000,-114.2460200000,413.4900000000,4.6800000000,1.9800000000,10/05/24,0345,T,100,6.1NRT,272.9900000000,0.0000000000,N
45.0697000000,-114.2006900000,389.9700000000,4.6400000000,1.9700000000,10/05/24,0345,T,100,6.1NRT,274.5200000000,0.0000000000,N
45.0528400000,-114.2586200000,399.5200000000,4.6800000000,1.9800000000,10/05/24,0345,T,100,6.1NRT,271.2300000000,0.0000000000,N
45.0841200000,-114.2158700000,315.1500000000,4.6400000000,1.9700000000,10/05/24,0345,T,46,6.1NRT,266.8100000000,143.5500000000,N
45.1060400000,-114.4018600000,395.7400000000,4.7500000000,1.9900000000,10/05/24,0345,T,100,6.1NRT,273.7100000000,0.0000000000,N
45.0903700000,-114.4563700000,362.2800000000,4.7900000000,2.0000000000,10/05/24,0345,T,100,6.1NRT,268.4500000000,0.0000000000,N
47.6676100000,-103.0791200000,300.1900000000,1.1100000000,1.0500000000,10/05/24,0345,T,21,6.1NRT,281.4500000000,6.8100000000,N
45.1226200000,-114.4101600000,343.0500000000,4.7500000000,1.9900000000,10/05/24,0345,T,100,6.1NRT,271.8000000000,0.0000000000,N
45.1073500000,-114.4634600000,341.5600000000,4.7900000000,2.0000000000,10/05/24,0345,T,100,6.1NRT,270.8100000000,0.0000000000,N
45.0584000000,-114.4425700000,340.4800000000,4.7900000000,2.0000000000,10/05/24,0345,T,100,6.1NRT,266.5600000000,0.0000000000,N
45.0895300000,-114.4015600000,348.6700000000,4.7500000000,1.9900000000,10/05/24,0345,T,100,6.1NRT,265.9900000000,0.0000000000,N
45.1219300000,-114.3558000000,311.7700000000,4.7100000000,1.9900000000,10/05/24,0345,T,76,6.1NRT,264.6700000000,139.8900000000,N
45.1071400000,-114.4063800000,393.5700000000,4.7500000000,1.9900000000,10/05/24,0345,T,100,6.1NRT,273.7300000000,0.0000000000,N
45.0910400000,-114.4613300000,355.2200000000,4.7900000000,2.0000000000,10/05/24,0345,T,100,6.1NRT,269.5800000000,0.0000000000,N
45.1238200000,-114.4143200000,336.5700000000,4.7500000000,1.9900000000,10/05/24,0345,T,100,6.1NRT,271.5900000000,0.0000000000,N
45.1080700000,-114.4682700000,336.1400000000,4.7900000000,2.0000000000,10/05/24,0345,T,100,6.1NRT,269.6800000000,0.0000000000,N
58.5033600000,-116.6760200000,322.1400000000,1.9600000000,1.3700000000,10/05/24,0349,T,100,6.1NRT,269.3500000000,69.0400000000,N
40.5161100000,-110.9629200000,310.3000000000,3.4700000000,1.7500000000,10/05/24,0523,T,22,6.1NRT,271.1200000000,61.0800000000,N
40.5335800000,-110.9225700000,323.2500000000,3.4900000000,1.7600000000,10/05/24,0523,T,66,6.1NRT,273.9500000000,133.4200000000,N
40.5316700000,-110.9625900000,336.7700000000,3.4700000000,1.7500000000,10/05/24,0523,T,100,6.1NRT,271.8200000000,229.1900000000,N
40.5297500000,-111.0025500000,329.2500000000,3.4500000000,1.7500000000,10/05/24,0523,T,100,6.1NRT,275.6700000000,177.1500000000,N
40.5294900000,-110.9298500000,319.3100000000,3.4900000000,1.7600000000,10/05/24,0523,T,59,6.1NRT,273.0300000000,109.3900000000,N
40.5278300000,-110.9694100000,327.3100000000,3.4700000000,1.7500000000,10/05/24,0523,T,79,6.1NRT,272.5900000000,153.2600000000,N
40.5261400000,-111.0094300000,323.8900000000,3.4500000000,1.7500000000,10/05/24,0523,T,59,6.1NRT,274.7900000000,137.6300000000,N
40.5449600000,-110.9321100000,356.6800000000,3.4900000000,1.7600000000,10/05/24,0523,T,100,6.1NRT,280.7900000000,481.9500000000,N
40.5433200000,-110.9704200000,366.6400000000,3.4700000000,1.7500000000,10/05/24,0523,T,100,6.1NRT,277.9900000000,642.9000000000,N
40.5587500000,-110.9726900000,310.1100000000,3.4700000000,1.7500000000,10/05/24,0523,T,60,6.1NRT,272.0400000000,69.3400000000,N
42.7048800000,-116.6723500000,327.5400000000,1.6500000000,1.2600000000,10/05/24,0523,T,100,6.1NRT,286.0400000000,56.3300000000,N
42.7125200000,-116.7147400000,305.7100000000,1.6400000000,1.2600000000,10/05/24,0523,T,59,6.1NRT,283.7500000000,17.8500000000,N
42.7417700000,-116.6374300000,308.9300000000,1.6600000000,1.2700000000,10/05/24,0523,T,76,6.1NRT,285.8600000000,22.2900000000,N
43.5689100000,-110.0917100000,346.8700000000,4.1400000000,1.8800000000,10/05/24,0523,T,100,6.1NRT,275.6700000000,450.9300000000,N
43.5675900000,-110.1377400000,347.0200000000,4.1100000000,1.8800000000,10/05/24,0523,T,100,6.1NRT,278.4800000000,451.5800000000,N
43.5884400000,-109.9943100000,316.1600000000,4.1900000000,1.9000000000,10/05/24,0523,T,93,6.1NRT,273.3300000000,128.7600000000,N
43.5869100000,-110.0472000000,325.5700000000,4.1700000000,1.8900000000,10/05/24,0523,T,100,6.1NRT,272.8700000000,199.3400000000,N
43.5856200000,-110.0916800000,320.3400000000,4.1400000000,1.8800000000,10/05/24,0523,T,100,6.1NRT,272.6400000000,151.8100000000,N
43.5577600000,-110.0972100000,314.7900000000,4.1400000000,1.8800000000,10/05/24,0523,T,47,6.1NRT,274.2000000000,116.1500000000,N
43.5566000000,-110.1469700000,307.5700000000,4.1100000000,1.8800000000,10/05/24,0523,T,31,6.1NRT,278.1400000000,78.1500000000,N
43.5755000000,-110.0526400000,313.6500000000,4.1700000000,1.8900000000,10/05/24,0523,T,46,6.1NRT,272.9700000000,105.9400000000,N
43.5744300000,-110.0981300000,348.9300000000,4.1400000000,1.8800000000,10/05/24,0523,T,100,6.1NRT,273.9700000000,476.6600000000,N
43.5733300000,-110.1439300000,333.0900000000,4.1100000000,1.8800000000,10/05/24,0523,T,100,6.1NRT,276.6400000000,266.3500000000,N
43.5934600000,-110.0022000000,321.4600000000,4.1900000000,1.9000000000,10/05/24,0523,T,74,6.1NRT,274.0800000000,163.6800000000,N
43.5921900000,-110.0546000000,318.5600000000,4.1700000000,1.8900000000,10/05/24,0523,T,90,6.1NRT,271.7200000000,140.1500000000,N
43.6232000000,-110.1475900000,405.2000000000,4.1100000000,1.8800000000,10/05/24,0523,T,100,6.1NRT,280.6900000000,2209.6800000000,N
43.6217600000,-110.2001300000,359.5900000000,4.0800000000,1.8700000000,10/05/24,0523,T,100,6.1NRT,277.7300000000,657.9100000000,N
43.6398100000,-110.1491600000,303.7600000000,4.1100000000,1.8800000000,10/05/24,0523,T,37,6.1NRT,272.6900000000,61.2000000000,N
43.6383100000,-110.2020900000,300.0100000000,4.0800000000,1.8700000000,10/05/24,0523,T,0,6.1NRT,271.0600000000,45.3800000000,N
43.6286100000,-110.1538300000,396.3400000000,4.1100000000,1.8800000000,10/05/24,0523,T,100,6.1NRT,281.8700000000,1809.3900000000,N
43.6274300000,-110.2062300000,335.9800000000,4.0800000000,1.8700000000,10/05/24,0523,T,100,6.1NRT,274.3000000000,299.2100000000,N
43.5954000000,-116.0536800000,314.3700000000,1.8300000000,1.3300000000,10/05/24,0523,T,74,6.1NRT,284.6000000000,34.2500000000,N
43.6090700000,-116.0307100000,336.1000000000,1.8400000000,1.3300000000,10/05/24,0523,T,100,6.1NRT,286.7300000000,94.5500000000,N
43.6070300000,-116.0563400000,330.3700000000,1.8300000000,1.3300000000,10/05/24,0523,T,100,6.1NRT,287.0100000000,74.0200000000,N
43.6161000000,-116.0400200000,304.3400000000,1.8400000000,1.3300000000,10/05/24,0523,T,28,6.1NRT,283.9000000000,19.4000000000,N
44.0777700000,-115.1397000000,302.0500000000,2.1000000000,1.4100000000,10/05/24,0523,T,44,6.1NRT,270.2000000000,26.1900000000,N
44.5286100000,-115.6878200000,325.4300000000,1.9800000000,1.3700000000,10/05/24,0523,T,100,6.1NRT,281.5300000000,71.3000000000,N
44.5424400000,-115.6658900000,318.2700000000,1.9800000000,1.3700000000,10/05/24,0523,T,65,6.1NRT,280.8100000000,50.7000000000,N
44.5407900000,-115.6885600000,330.0000000000,1.9800000000,1.3700000000,10/05/24,0523,T,100,6.1NRT,282.8700000000,85.7100000000,N
43.8841900000,-122.1646400000,302.1500000000,1.0200000000,1.0100000000,10/05/24,0523,T,47,6.1NRT,281.6900000000,8.0200000000,N
44.5547200000,-115.6656000000,333.4700000000,1.9800000000,1.3700000000,10/05/24,0523,T,100,6.1NRT,282.4200000000,99.7700000000,N
44.5529700000,-115.6894000000,318.9800000000,1.9800000000,1.3700000000,10/05/24,0523,T,92,6.1NRT,281.7200000000,53.0700000000,N
43.8993100000,-122.1181900000,308.5400000000,1.0200000000,1.0100000000,10/05/24,0523,T,75,6.1NRT,280.2500000000,12.4300000000,N
43.8976800000,-122.1307200000,303.6200000000,1.0200000000,1.0100000000,10/05/24,0523,T,56,6.1NRT,280.3900000000,9.1600000000,N
44.5468400000,-115.6717100000,314.2000000000,1.9800000000,1.3700000000,10/05/24,0523,T,41,6.1NRT,282.0300000000,41.8100000000,N
44.5451700000,-115.6963000000,313.7700000000,1.9800000000,1.3700000000,10/05/24,0523,T,42,6.1NRT,281.3000000000,40.1800000000,N
44.5605000000,-115.6510500000,311.3600000000,1.9900000000,1.3800000000,10/05/24,0523,T,82,6.1NRT,278.6000000000,39.2000000000,N
44.5590600000,-115.6720900000,325.4000000000,1.9800000000,1.3700000000,10/05/24,0523,T,100,6.1NRT,281.1600000000,74.0600000000,N
44.5573400000,-115.6971700000,302.1300000000,1.9800000000,1.3700000000,10/05/24,0523,T,47,6.1NRT,279.1600000000,22.0700000000,N
