LATITUDE;LONGITUDE;BRIGHT_TI4;SCAN;TRACK;ACQ_DATE;ACQ_TIME;SATELLITE;CONFIDENCE;VERSION;BRIGHT_TI5;FRP;DAYNIGHT;
449015,00;-10747748,00;339.83; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;276.09;9.9;N;
4488886,00;-10740971,00;350.03; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;272.06;21.62;N;
4488683,00;-10739886,00;335.85; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;275.11;74.62;N;
4491317,00;-10754021,00;309.04; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;275.28;1.39;N;
4490535,00;-1074982,00;304.95; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.53;5.66;N;
4490053,00;-10747228,00;318.12; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.26;9.9;N;
4489093,00;-10742074,00;306.25; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;273.1;3.34;N;
448899,00;-10741525,00;319.85; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;271.4;21.62;N;
4488582,00;-10739351,00;304.04; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;274.11;1.49;N;
4490013,00;-10748939,00;333.26; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;264.84;19.18;N;
4489917,00;-10748421,00;352.17; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;288.99;19.18;N;
4489819,00;-10747895,00;338.97; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;269.54;4.67;N;
4488553,00;-10741116,00;328.2; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.83;1.99;N;
4488452,00;-10740575,00;336.96; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.59;2.32;N;
4491456,00;-10756705,00;315.33; 0.42 ;0.37;20240930,00;0920;N20;nominal;2.0NRT;272.11;2.54;N;
4490505,00;-10751578,00;316.33; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;274.78;4.44;N;
4490108,00;-10749451,00;313.47; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;266.79;1.83;N;
4489723,00;-10747379,00;310.96; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.26;4.67;N;
4488657,00;-10741669,00;308.29; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;268.4;1.99;N;
4488352,00;-10740044,00;316.09; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;271.23;2.32;N;
4488251,00;-10739503,00;298.44; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;272.16;1.9;N;
4490072,00;-10751176,00;323.44; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.56;3.63;N;
4489685,00;-10749097,00;320.58; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;264.18;19.18;N;
4489588,00;-10748579,00;334.95; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;291.35;19.18;N;
4489489,00;-1074805,00;330.35; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;269.98;4.67;N;
4489779,00;-10749608,00;306.78; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.97;1.83;N;
4489392,00;-1074753,00;306.6; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;266.25;4.67;N;
4488219,00;-10741252,00;304.71; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.08;1.99;N;
4488121,00;-10740726,00;309.41; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.8;2.32;N;
4488022,00;-10740199,00;301.27; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;266.19;2.32;N;
4490151,00;-1075137,00;326.24; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;272.11;2.39;N;
4489674,00;-10748757,00;342.66; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.98;17.39;N;
4489577,00;-10748229,00;332.4; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;297.42;17.39;N;
4491088,00;-10756497,00;316.2; 0.42 ;0.37;20240930,00;0920;N20;nominal;2.0NRT;273.34;2.4;N;
4489768,00;-10749272,00;313.74; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;266.13;1.51;N;
4489481,00;-10747704,00;314.02; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.86;3.68;N;
448833,00;-10741431,00;304.53; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.73;1.43;N;
4488231,00;-10740893,00;312.22; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.44;1.43;N;
4488135,00;-10740366,00;308.86; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.92;1.04;N;
4488036,00;-10739828,00;296.54; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.57;1.04;N;
4489344,00;-10748917,00;321.84; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;264.45;17.39;N;
4489248,00;-10748391,00;320.15; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;266.77;17.39;N;
4489919,00;-10752061,00;317.39; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;277.75;2.39;N;
4489818,00;-10751512,00;303.51; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.35;2.39;N;
4489721,00;-10750973,00;303.38; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;260.1;1.44;N;
4489626,00;-10750454,00;308.56; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;261.88;1.44;N;
4489531,00;-1074994,00;303.5; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;264.13;1.51;N;
4489437,00;-10749429,00;308.76; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.5;1.51;N;
4489683,00;-10752734,00;326.26; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;283.78;5.96;N;
4489294,00;-10750604,00;346.34; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;270.85;11.34;N;
4489108,00;-10749586,00;348.41; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;279.5;8.56;N;
4489013,00;-10749072,00;325.15; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;266.37;9.77;N;
4490242,00;-10755787,00;298.99; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.41;0.86;N;
4489587,00;-10752204,00;311.66; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;272.31;2.17;N;
4489486,00;-10751656,00;314.73; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;263.09;2.17;N;
4489389,00;-10751121,00;316.29; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;258.2;11.34;N;
4489201,00;-10750095,00;311.29; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.36;8.56;N;
4488917,00;-10748549,00;309.54; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;266.99;9.77;N;
4489252,00;-10752332,00;328.09; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;275.79;2.17;N;
4489058,00;-10751273,00;336.38; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;261.53;11.34;N;
4488963,00;-10750757,00;346.75; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;280.05;11.34;N;
4488776,00;-10749739,00;346.38; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;280.42;8.56;N;
4488682,00;-10749223,00;351.71; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;289.74;9.77;N;
4488586,00;-10748698,00;324.05; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.92;9.77;N;
4489154,00;-107518,00;317.96; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.08;2.17;N;
4488869,00;-10750246,00;317.44; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.6;8.56;N;
4488726,00;-10751419,00;337.14; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;270.45;16.16;N;
4488631,00;-10750901,00;328.71; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;287.54;16.16;N;
4488443,00;-10749872,00;343.96; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;276.02;9.39;N;
4488348,00;-10749357,00;331.13; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;312.01;49.76;N;
4488253,00;-10748838,00;337.91; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;280.07;49.76;N;
4489394,00;-10755067,00;309.3; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;272.51;1.76;N;
4489204,00;-10754028,00;313.25; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;273.68;2.82;N;
4489108,00;-10753505,00;318.72; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;271.22;2.53;N;
4489013,00;-10752982,00;311.57; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.9;2.53;N;
4488916,00;-10752454,00;308.55; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;269.85;2.98;N;
4488537,00;-10750385,00;318.01; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.48;9.39;N;
4488157,00;-10748317,00;308.25; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;266.61;1.6;N;
4488965,00;-10754677,00;321.82; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;276.52;2.82;N;
4488869,00;-10754154,00;324,00; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;277.54;2.82;N;
4488773,00;-10753629,00;328.68; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;278.9;2.53;N;
4488108,00;-10750002,00;340.26; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;264.88;9.39;N;
4488013,00;-10749487,00;341.72; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;291.78;49.76;N;
4487918,00;-10748969,00;342.5; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;279.22;49.76;N;
448906,00;-10755196,00;312.39; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;272.33;1.76;N;
4488393,00;-10751553,00;306.7; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;264.53;16.16;N;
4488297,00;-10751035,00;314.25; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;264.52;16.16;N;
4488202,00;-10750516,00;310.66; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.9;9.39;N;
4487823,00;-1074845,00;304.52; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;267.32;1.6;N;
4488725,00;-10755319,00;335.46; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;277.08;2.44;N;
448863,00;-10754803,00;346.02; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;284.26;6.55;N;
4488534,00;-1075428,00;333.3; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;279.83;6.55;N;
4488439,00;-10753758,00;323.94; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;276.25;6.35;N;
4487678,00;-10749612,00;321.15; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;263.25;2.37;N;
4488818,00;-10755827,00;304.69; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;268.37;2.44;N;
4487773,00;-10750131,00;312.3; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;264.35;2.79;N;
4487582,00;-10749092,00;308.7; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;266.79;2.37;N;
4488659,00;-10756909,00;339.46; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;272.7;4.47;N;
4488387,00;-10755426,00;322.57; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;269.54;2.44;N;
4488293,00;-10754918,00;350.96; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;287.47;6.55;N;
4488199,00;-10754406,00;345.05; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;287.64;6.55;N;
4488104,00;-10753886,00;348.85; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;286.35;6.35;N;
448857,00;-10756424,00;310.88; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;263.89;4.47;N;
4488478,00;-10755927,00;310.27; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;268.37;2.44;N;
4487955,00;-10755023,00;333.17; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;275.44;6.8;N;
4487862,00;-1075452,00;352.86; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;292.69;6.8;N;
4487768,00;-10754005,00;346.16; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;286.53;7.37;N;
4488318,00;-10756999,00;300.31; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;265.49;0.73;N;
4487522,00;-10754613,00;333.71; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;274.44;6.8;N;
4487429,00;-10754111,00;332,00; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;275,00;7.37;N;
4487337,00;-10753608,00;336.99; 0.42 ;0.38;20240930,00;0920;N20;nominal;2.0NRT;270.85;7.37;N;
4499446,00;-10862496,00;296.19; 0.4 ;0.37;20240930,00;0920;N20;nominal;2.0NRT;283,00;0.46;N;
4627225,00;-11902348,00;307.05; 0.47 ;0.48;20240930,00;0920;N20;nominal;2.0NRT;276.66;1.47;N;
4529268,00;-11443377,00;301.99; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;273.58;1.68;N;
4528476,00;-11442863,00;330.25; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.13;3.91;N;
4528333,00;-11444681,00;328.85; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;274.25;3.2;N;
4527973,00;-11444717,00;319.19; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.35;1.5;N;
4527899,00;-11444105,00;300.08; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;271.59;1.59;N;
4527628,00;-11441872,00;295.6; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;270.93;1.32;N;
452756,00;-11441312,00;309.75; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.76;1.32;N;
4527275,00;-1144196,00;320.32; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.77;1.32;N;
4527206,00;-11441402,00;302.28; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.72;1.32;N;
4527141,00;-11440863,00;299.67; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;271.75;1.03;N;
4527058,00;-11443176,00;296.34; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;271.63;0.85;N;
4526993,00;-11442635,00;295.03; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.53;0.85;N;
4526856,00;-11441509,00;302.13; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;273.18;1.35;N;
4526791,00;-11440971,00;298.77; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;273.04;1.18;N;
4526899,00;-11444873,00;306.87; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;270.65;0.92;N;
4526831,00;-11444312,00;302.38; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;271.74;1.68;N;
4526768,00;-11443793,00;312.43; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;274.68;1.68;N;
4526707,00;-11443283,00;304.59; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.45;0.85;N;
4526643,00;-11442751,00;305.67; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.16;0.85;N;
4526506,00;-11441625,00;302.36; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;274.4;1.35;N;
4526441,00;-11441088,00;300.21; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;274.32;1.18;N;
4526545,00;-11444956,00;329.19; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.62;5.43;N;
4526479,00;-11444409,00;354.65; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;284.03;37.47;N;
4526417,00;-11443896,00;327.43; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.69;37.47;N;
4526355,00;-11443387,00;335.32; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.89;37.37;N;
4526292,00;-11442857,00;310.82; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.89;37.37;N;
4526092,00;-11441207,00;297.44; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;274.91;0.92;N;
4526064,00;-11443981,00;367,00; 0.45 ;0.39;20240930,00;0920;N20;high;2.0NRT;318.94;37.47;N;
4526001,00;-11443468,00;367,00; 0.45 ;0.39;20240930,00;0920;N20;high;2.0NRT;319.65;37.37;N;
4525939,00;-11442951,00;340.39; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;295.19;37.37;N;
4526126,00;-11444497,00;318.13; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;271.64;37.47;N;
4525872,00;-11442403,00;308.4; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.83;2.26;N;
4525808,00;-11441866,00;299.61; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.88;2.26;N;
4525743,00;-11441331,00;295.55; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.64;0.92;N;
4525677,00;-11440789,00;298.16; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.43;0.92;N;
4525583,00;-11443021,00;344.67; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.88;4.67;N;
4525708,00;-11444054,00;316.04; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;273.93;2.73;N;
4525646,00;-11443537,00;307.64; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;273.56;4.67;N;
4525521,00;-11442503,00;314.98; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.63;3.66;N;
4525393,00;-11441442,00;303.71; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.19;1.47;N;
4525324,00;-11440881,00;311.97; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.99;1.47;N;
4527902,00;-11487422,00;302.76; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;271.02;2.07;N;
4527832,00;-11486819,00;316.44; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;270.43;2.71;N;
4359185,00;-10532105,00;297.61; 0.52 ;0.41;20240930,00;0920;N20;nominal;2.0NRT;286.16;0.39;N;
450556,00;-11450147,00;296.61; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;271.18;1.2;N;
4505204,00;-1145021,00;307.93; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;271.97;1.2;N;
4504847,00;-11450268,00;308.18; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.59;3.2;N;
4504141,00;-11450446,00;312.1; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.33;2.57;N;
4503854,00;-1145108,00;328.08; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.9;2.57;N;
4504057,00;-11452762,00;295.7; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;271.73;1.14;N;
4503791,00;-11450556,00;304.64; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.66;2.57;N;
4503706,00;-11452871,00;296.04; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.34;1.59;N;
4499348,00;-11437799,00;302.4; 0.44 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;273.08;0.98;N;
4499464,00;-11457027,00;328.5; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.12;3.72;N;
4499395,00;-11456441,00;325.55; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.47;3.72;N;
4499324,00;-11455842,00;296.68; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.45;1.65;N;
4499109,00;-11457108,00;315.49; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;272.75;2.78;N;
4499256,00;-1145716,00;329.81; 0.45 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;273.83;2.9;N;
4100711,00;-9615652,00;296.46; 0.54 ;0.68;20240930,00;0920;N20;nominal;2.0NRT;286.41;1.16;N;
4485729,00;-11499046,00;319.82; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.36;2.46;N;
4485437,00;-11499709,00;300.58; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.55;1.6;N;
4485371,00;-11499146,00;307.87; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.35;1.6;N;
4485418,00;-11502753,00;299.79; 0.47 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.24;0.71;N;
4484991,00;-11502253,00;306.45; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.37;1.27;N;
4484634,00;-11502362,00;308.17; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.42;1.27;N;
4484566,00;-11501776,00;297.65; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.01;1.27;N;
448427,00;-11502406,00;302.16; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.27;2.34;N;
4484139,00;-11501268,00;298.05; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.21;1.18;N;
4483415,00;-11501395,00;301.21; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.82;1.17;N;
4483351,00;-11500835,00;303.03; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.49;1.17;N;
4483312,00;-11503706,00;349.59; 0.47 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;285.37;10.78;N;
4483247,00;-11503141,00;347.22; 0.47 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;283.17;10.78;N;
4483184,00;-11502589,00;304.24; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.37;1.48;N;
4483119,00;-11502032,00;304.8; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.63;1.48;N;
4483054,00;-11501456,00;304.87; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.51;1.17;N;
4482988,00;-11500886,00;301.37; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.4;1.17;N;
448286,00;-1149978,00;300.34; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.4;1.28;N;
4482949,00;-11503768,00;329.83; 0.47 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.66;4.49;N;
4482887,00;-11503215,00;321.97; 0.47 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.32;4.49;N;
4482822,00;-11502657,00;329.28; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;278.35;5.1;N;
4482623,00;-1150092,00;304.59; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;274.61;1.37;N;
448256,00;-11500373,00;304.83; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;278.35;1.16;N;
4482498,00;-11499839,00;299.01; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.98;1.16;N;
4482434,00;-11499286,00;297.9; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;278.82;1.66;N;
4482258,00;-11500945,00;309.62; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;274.21;1.37;N;
4482196,00;-11500414,00;299.67; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.84;1.16;N;
4482135,00;-11499894,00;302.99; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.6;1.16;N;
4482072,00;-1149935,00;310.39; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;278.14;1.66;N;
4483261,00;-1150378,00;351.51; 0.47 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;286.55;7.31;N;
4483194,00;-1150322,00;354.71; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;286.46;7.46;N;
4483128,00;-11502667,00;329.54; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;281.37;7.46;N;
4483063,00;-11502111,00;307.53; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.53;1.65;N;
4482995,00;-11501536,00;298.97; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.95;1.65;N;
4482796,00;-11499858,00;303.35; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.92;1.14;N;
4482766,00;-11502728,00;323.62; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;274.32;7.46;N;
4482496,00;-11500444,00;326.02; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;281.39;4.36;N;
4482897,00;-11503838,00;311.22; 0.47 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;273.51;7.31;N;
4482433,00;-11499913,00;295.39; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.21;1.14;N;
4482368,00;-11499369,00;300.54; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;278.11;1.14;N;
4482069,00;-11499963,00;321.55; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;276.83;2.55;N;
4482006,00;-11499424,00;320.63; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;278.21;2.55;N;
448194,00;-11498869,00;300.73; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.97;1.02;N;
4481873,00;-11498299,00;295.18; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.42;1.02;N;
4481577,00;-11495824,00;309.87; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;274.94;1.71;N;
4481705,00;-11500008,00;302.49; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;274.08;2.55;N;
4481575,00;-11498909,00;310.32; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.98;1.02;N;
4481511,00;-11498365,00;295.72; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;278.17;1.02;N;
4481445,00;-1149781,00;297.13; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.71;1.56;N;
4481369,00;-11497174,00;312.42; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;278.44;1.56;N;
4481295,00;-11496548,00;316.1; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;277.92;1.71;N;
4481218,00;-11495906,00;310.55; 0.46 ;0.39;20240930,00;0920;N20;nominal;2.0NRT;275.07;1.71;N;
