LATITUDE;LONGITUDE;BRIGHT_TI4;SCAN;TRACK;ACQ_DATE;ACQ_TIME;SATELLITE;CONFIDENCE;VERSION;BRIGHT_TI5;FRP;DAYNIGHT;
4801394,00;-10289153,00;299.02; 0.4 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;271.02;0.98;N;
4801273,00;-10288635,00;299.94; 0.4 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;266.45;2.65;N;
4801154,00;-1028812,00;318.28; 0.4 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;274.57;2.65;N;
4800764,00;-10288321,00;338.71; 0.4 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;274.03;2.65;N;
4800166,00;-10285753,00;330.95; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;281.62;14.58;N;
4800045,00;-10285236,00;334.7; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;281.76;14.58;N;
4799923,00;-10284716,00;330.38; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;282.77;17.11;N;
4799801,00;-10284194,00;341.33; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;283.23;17.11;N;
4799679,00;-10283671,00;348.59; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;286.39;36.68;N;
4799557,00;-10283147,00;349.29; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;286.16;36.68;N;
4799435,00;-10282626,00;333.25; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;282.91;25.26;N;
4799313,00;-10282104,00;350.21; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;281.67;25.26;N;
4799191,00;-10281583,00;353.23; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;281.58;18.32;N;
4800645,00;-10287807,00;299.75; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;277.22;3.2;N;
4800525,00;-10287295,00;305.63; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;282.22;3.2;N;
4800406,00;-10286781,00;303.72; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;282.64;6.08;N;
4800285,00;-10286267,00;306.76; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;279.84;6.08;N;
479907,00;-10281065,00;309.18; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;279.23;18.32;N;
4798948,00;-10280544,00;299.38; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;273.68;2.93;N;
47988,00;-10281783,00;296.51; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;279.02;0.86;N;
4785015,00;-10344827,00;338.46; 0.39 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;285.05;4.18;N;
4784904,00;-10344334,00;298.73; 0.39 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;283.45;2.32;N;
4784522,00;-1034453,00;337.11; 0.39 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;282.85;3.96;N;
478441,00;-10344035,00;329.08; 0.39 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;284.11;3.96;N;
4784633,00;-10345023,00;300.65; 0.39 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;282.16;0.66;N;
4784139,00;-1034472,00;334.79; 0.39 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;282.46;3.96;N;
4784027,00;-10344226,00;330.67; 0.39 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;283.64;3.96;N;
4784089,00;-10346379,00;298.73; 0.39 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;282.86;1.11;N;
4783978,00;-10345892,00;317.69; 0.39 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;283.02;1.44;N;
4788235,00;-10377911,00;301.03; 0.56 ;0.43;20241005,00;0926;N20;nominal;2.0NRT;270.82;1.52;N;
4767284,00;-10307102,00;330.36; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;286.85;3.03;N;
4767403,00;-10307613,00;315.35; 0.4 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;285.96;3.77;N;
4767021,00;-10307841,00;341.3; 0.4 ;0.44;20241005,00;0926;N20;nominal;2.0NRT;287.83;3.77;N;
4766899,00;-10307323,00;308.18; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;286.32;3.03;N;
4767339,00;-10307304,00;319.1; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;286.36;3.26;N;
4767222,00;-10306792,00;316.19; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;286.2;1.52;N;
4766956,00;-1030753,00;342.23; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;289.06;3.26;N;
4767072,00;-1030804,00;308.43; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;285.03;3.26;N;
4766836,00;-10307008,00;297.92; 0.4 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;285.78;1.52;N;
473549,00;-10183894,00;304.74; 0.46 ;0.47;20241005,00;0926;N20;nominal;2.0NRT;273.08;1.04;N;
4759195,00;-1030227,00;315.23; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;285.69;1.43;N;
4747701,00;-10270411,00;298.39; 0.42 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;280.04;0.89;N;
4747541,00;-1027047,00;301.75; 0.42 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;280.76;0.67;N;
4755204,00;-10311158,00;309.92; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;282,00;0.8;N;
4741669,00;-10266351,00;296.04; 0.43 ;0.46;20241005,00;0926;N20;nominal;2.0NRT;284.02;0.38;N;
4750877,00;-10309425,00;305.84; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;280.39;0.97;N;
4741726,00;-10274139,00;311.38; 0.42 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;283.15;1.37;N;
4741096,00;-10271471,00;298.89; 0.42 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;281.44;1.03;N;
4738383,00;-10263811,00;330.9; 0.43 ;0.46;20241005,00;0926;N20;nominal;2.0NRT;284.03;3.28;N;
4738484,00;-10267999,00;298.05; 0.43 ;0.46;20241005,00;0926;N20;nominal;2.0NRT;283.2;0.57;N;
4738705,00;-10272675,00;321.35; 0.42 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;282.63;2.44;N;
4738663,00;-10296134,00;297.74; 0.41 ;0.45;20241005,00;0926;N20;nominal;2.0NRT;278.33;0.67;N;
4685504,00;-10290881,00;296.07; 0.43 ;0.46;20241005,00;0926;N20;nominal;2.0NRT;275.37;0.44;N;
4608475,00;-10063158,00;302.43; 0.57 ;0.52;20241005,00;0926;N20;nominal;2.0NRT;285.93;0.69;N;
4765396,00;-11025998,00;324.68; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;288.94;13.98;N;
4765072,00;-11026115,00;303.49; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;279.12;13.98;N;
4747301,00;-12205244,00;301.44; 0.56 ;0.52;20241005,00;0926;N20;nominal;2.0NRT;279.62;0.8;N;
4622291,00;-11240269,00;326.5; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;277.69;2.7;N;
4622216,00;-1123977,00;296.82; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;274.39;2.7;N;
4621992,00;-11238287,00;299.05; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;273.38;0.63;N;
4622039,00;-11240866,00;303.11; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;275.07;0.77;N;
4621712,00;-11240967,00;317.92; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;275.8;2.09;N;
4621486,00;-1123947,00;305.43; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;274.59;0.77;N;
4607634,00;-11220284,00;311.99; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;276.44;1.53;N;
4607456,00;-1122136,00;303.36; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;276.52;1.01;N;
4607382,00;-11220872,00;311.68; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;276.12;1.53;N;
4607307,00;-11220384,00;314.15; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;277.08;1.53;N;
460713,00;-11221461,00;308.68; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;276.88;1.82;N;
4606907,00;-11219997,00;299.15; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;275.83;0.59;N;
4606878,00;-11222048,00;325.43; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;275.73;1.82;N;
4606804,00;-11221562,00;312.83; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;275.13;1.82;N;
4606478,00;-11221664,00;337.88; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;281.57;2.75;N;
4606552,00;-11222153,00;314.8; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;273.74;2.75;N;
4606153,00;-11221769,00;322.24; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;278.15;2.75;N;
4606227,00;-11222259,00;298.92; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;274.55;2.75;N;
4594585,00;-11147571,00;299.96; 0.38 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;281.18;0.98;N;
4605827,00;-11221876,00;307.32; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;276.24;1.15;N;
4605753,00;-11221386,00;309.1; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;276.36;1.37;N;
4605353,00;-11221004,00;309.27; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;276.59;1.37;N;
4605028,00;-11221111,00;307.85; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;277.04;1.38;N;
4604953,00;-11220624,00;319.67; 0.39 ;0.36;20241005,00;0926;N20;nominal;2.0NRT;279.17;1.87;N;
4496792,00;-10752988,00;367,00; 0.47 ;0.39;20241005,00;0926;N20;high;2.0NRT;286.47;19.07;N;
4496678,00;-1075242,00;335.72; 0.47 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;287.74;19.07;N;
4496559,00;-10753716,00;309.53; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.3;2.29;N;
4496445,00;-10753146,00;310.34; 0.47 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.58;2.18;N;
4496551,00;-10757455,00;301.22; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;279.62;2.42;N;
4496436,00;-10756881,00;297.82; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;278.47;0.75;N;
4496091,00;-1075516,00;300.1; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;279.93;2.25;N;
4496321,00;-10758193,00;327.06; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;279.35;2.42;N;
4495862,00;-107559,00;322.48; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.82;2.25;N;
4495746,00;-10755324,00;323.34; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.79;2.25;N;
4496207,00;-10757625,00;299.74; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;279.73;2.42;N;
4495977,00;-10756474,00;296.87; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;282.2;0.75;N;
4495977,00;-1075836,00;299.29; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;276.32;2.23;N;
4495749,00;-1075722,00;296.12; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.73;1.23;N;
4495404,00;-10757391,00;301.84; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;283.47;1.23;N;
4495174,00;-10758125,00;301.27; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.39;2.1;N;
4494828,00;-10756401,00;295.81; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.1;1.01;N;
449471,00;-10755814,00;300.01; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.98;1.01;N;
449483,00;-10758289,00;319.9; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;285.49;2.1;N;
4494022,00;-10756151,00;295.9; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;282.08;1.29;N;
4493677,00;-10756317,00;298.06; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.16;1.29;N;
4494709,00;-10758448,00;308.11; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;282.24;2.22;N;
449391,00;-10756308,00;299.45; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;283.6;1.66;N;
4493565,00;-10756475,00;297.8; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.69;1.46;N;
4493562,00;-10758379,00;309.02; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.72;2.5;N;
4493447,00;-10757792,00;299.37; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;284.78;2.34;N;
4493217,00;-10758543,00;295.37; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.84;1.24;N;
4492878,00;-10756827,00;306.49; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;282.85;2.27;N;
449276,00;-10756227,00;305.26; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.73;2.27;N;
4492534,00;-10756997,00;338.58; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.49;2.27;N;
449299,00;-10759306,00;296.54; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;277.76;1.24;N;
4492872,00;-10758711,00;310.74; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;284.81;1.24;N;
449276,00;-10758141,00;300.83; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;284,00;3.86;N;
4492412,00;-10756377,00;299.83; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;277.3;2.27;N;
449253,00;-10758891,00;299.42; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;282.2;1.46;N;
4492307,00;-10757765,00;298.62; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.44;1.73;N;
449219,00;-1075717,00;309.07; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.23;2.44;N;
4491843,00;-1075733,00;321.93; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;282.08;2.44;N;
4492307,00;-10759672,00;308.83; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;279.02;1.46;N;
4492189,00;-10759077,00;297.88; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;282.05;1.46;N;
4491965,00;-10757947,00;295.9; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;279.1;1.73;N;
448954,00;-10745709,00;297.21; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;278.6;0.8;N;
4491963,00;-10759848,00;333.72; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;284.09;4.71;N;
4491732,00;-10758673,00;297.55; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.21;1.34;N;
4491618,00;-107581,00;296.67; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;278.52;1.34;N;
4491496,00;-1075748,00;318.9; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.33;2.7;N;
4489202,00;-10747825,00;332.87; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;282.86;5.65;N;
4491618,00;-10760007,00;313.18; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;275.95;4.71;N;
4491388,00;-10758842,00;302.87; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.29;1.34;N;
4489085,00;-10747237,00;307.58; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;279.02;1.95;N;
449127,00;-10760155,00;315.63; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.14;2.4;N;
4491156,00;-10759579,00;307.33; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;279.64;2.4;N;
4487702,00;-10742205,00;295.22; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;277.59;0.96;N;
4490916,00;-10760276,00;323.13; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.87;2.4;N;
4489205,00;-10751651,00;326.8; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;283.05;3.38;N;
4593704,00;-11370029,00;304.02; 0.4 ;0.37;20241005,00;0926;N20;nominal;2.0NRT;272.14;1.59;N;
4490805,00;-10759711,00;316.55; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.41;2.4;N;
4490689,00;-10759131,00;300.76; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;277.33;3.03;N;
448493,00;-10732172,00;329.03; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;285.42;6.38;N;
4484807,00;-10731563,00;336.48; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;287.94;6.38;N;
4593443,00;-11370638,00;298.88; 0.4 ;0.37;20241005,00;0926;N20;nominal;2.0NRT;264.79;0.6;N;
4484687,00;-10730966,00;308.23; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;284.91;2.45;N;
4486313,00;-1074097,00;335.82; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;285.53;5.01;N;
4485325,00;-1073604,00;322.57; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;284.08;3.22;N;
4485061,00;-10734728,00;339.47; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;285.24;5.15;N;
448494,00;-10734123,00;326.63; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;285.32;5.15;N;
4484571,00;-10732291,00;321.57; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;284.03;6.38;N;
4484454,00;-10731706,00;333.04; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;288.17;6.38;N;
4486193,00;-10740372,00;318.56; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;282.16;5.01;N;
4484692,00;-10732888,00;297.08; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;283.77;1.42;N;
4484701,00;-10734834,00;339.6; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;288.4;5.21;N;
4484581,00;-10734238,00;332.16; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;285.46;5.21;N;
4484345,00;-10733066,00;339.04; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;288,00;3.84;N;
4489616,00;-1075943,00;301.07; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;276.27;1.15;N;
4489267,00;-10757675,00;316.58; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;282.47;1.92;N;
4485099,00;-10736819,00;298.02; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;278.82;1.61;N;
4484963,00;-1073614,00;311.6; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;281.4;2.98;N;
4484465,00;-10733659,00;308,00; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;283.58;3.84;N;
4484226,00;-10732475,00;307.51; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;284.68;1.54;N;
4483744,00;-10730085,00;296.77; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;281.71;18.15;N;
4483624,00;-10729488,00;297.78; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;281.81;18.15;N;
4486198,00;-10744193,00;322.34; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;278.78;2.78;N;
4483393,00;-10730241,00;339.42; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;287.59;18.15;N;
4488912,00;-10757792,00;302.35; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.44;1.92;N;
4488811,00;-10757279,00;295.47; 0.47 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;279.15;1.97;N;
4486767,00;-10747036,00;306.27; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;278.69;1.94;N;
448561,00;-10741261,00;299.35; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;278.23;1.5;N;
4485368,00;-10740053,00;300.89; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;278.84;1.37;N;
4484739,00;-10736923,00;319.48; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;280.74;1.61;N;
4484601,00;-10736238,00;318.19; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;284.75;2.98;N;
4483886,00;-10732686,00;295.74; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;282.03;1.54;N;
4483516,00;-10730853,00;310.25; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;282.76;1.73;N;
4483273,00;-10729647,00;319.19; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;300.42;18.15;N;
4486301,00;-10746606,00;334.74; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;288.16;5.19;N;
4486074,00;-10745472,00;329.77; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;279.48;5.4;N;
4485961,00;-10744907,00;344.07; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;302.19;35.78;N;
4485846,00;-10744332,00;347.47; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;312.07;35.78;N;
4483288,00;-10731618,00;346.88; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;290.37;5.87;N;
4483163,00;-10730999,00;331.19; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;286.07;5.87;N;
4482922,00;-10729803,00;328.32; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;285.88;1.66;N;
4487125,00;-10750721,00;315.5; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;275.27;2.37;N;
4486653,00;-10748364,00;295.46; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;276.24;1.65;N;
4486535,00;-10747772,00;297.89; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;276.91;1.65;N;
4486187,00;-10746037,00;298.12; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;277.72;5.4;N;
4485725,00;-10743731,00;312.39; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;277.67;11.36;N;
4483414,00;-10732242,00;302.76; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;282.19;1.87;N;
4483041,00;-10730391,00;315.64; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;283.03;1.66;N;
448831,00;-10758564,00;334.79; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;284.21;5.12;N;
4488201,00;-10758014,00;325.47; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;285.57;5.12;N;
4486183,00;-10747913,00;325.1; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;283.71;1.65;N;
4486065,00;-10747323,00;336.81; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;286.24;5.19;N;
4485949,00;-10746742,00;335.34; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;280.09;5.19;N;
4485605,00;-10745028,00;340.63; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;280.14;35.78;N;
4485491,00;-10744459,00;328.54; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;290.76;35.78;N;
4485371,00;-10743861,00;327.38; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;280.7;11.36;N;
4482937,00;-10731774,00;332.74; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;289.88;5.87;N;
4482812,00;-10731152,00;323.38; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;283.53;5.87;N;
4486773,00;-10750861,00;307.43; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;275.61;2.37;N;
4486542,00;-10749702,00;296.64; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;274.87;1.79;N;
4486303,00;-10748508,00;306.08; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;278.29;1.65;N;
4485833,00;-10746165,00;297.64; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;276.79;5.4;N;
4483065,00;-10732408,00;314,00; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;282.2;1.87;N;
4482689,00;-10730547,00;300.57; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;282.61;1.66;N;
448257,00;-10729957,00;297.19; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;282.33;1.66;N;
448676,00;-10752688,00;328.93; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;275.7;2.6;N;
4486072,00;-1074925,00;325.99; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;279.98;4.43;N;
4485831,00;-10748048,00;348.53; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;288.89;4.71;N;
4485714,00;-10747462,00;354.57; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;291.83;5.5;N;
4482717,00;-10732578,00;345.3; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;290.04;10.42;N;
4487957,00;-10758691,00;312.54; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;281.29;1.64;N;
4487847,00;-10758137,00;299.54; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.45;1.64;N;
448595,00;-10748641,00;304.57; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;276.08;4.71;N;
4485597,00;-10746882,00;295.57; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;276.4;5.5;N;
4485014,00;-10743977,00;310.58; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;277.11;1.53;N;
4484539,00;-10741616,00;305.52; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;278.88;1.92;N;
4482589,00;-10731945,00;311.42; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;285.96;1.63;N;
4482462,00;-10731316,00;301.97; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;281.95;1.63;N;
4482339,00;-10730709,00;305.48; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;282.22;14.13;N;
4485596,00;-10748772,00;323.7; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;279.78;4.71;N;
4485479,00;-10748185,00;342.87; 0.47 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;283.04;4.71;N;
448237,00;-10732751,00;335.06; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;284.9;10.42;N;
448199,00;-10730875,00;329.52; 0.48 ;0.4;20241005,00;0926;N20;nominal;2.0NRT;290.94;14.13;N;
4487497,00;-10758279,00;316.25; 0.46 ;0.39;20241005,00;0926;N20;nominal;2.0NRT;280.26;1.64;N;
